出貨/銷退日(C10),客戶編號,產品料號,淨銷售量(交易),銷售淨額(本幣/未稅)
2024/01/02,D1103,I0199006,6,3480
2024/01/02,D1103,I0504003,4,1200
2024/01/02,D1103,J0201001,1,240
2024/01/02,D1103,K0201014,3,915
2024/01/02,D1103,K0201167,1,355
2024/01/02,D1103,M0101002,8,1360
2024/01/02,D1103,M0101011,3,1200
2024/01/02,D1106,A0101003,1,1500
2024/01/02,D1106,C0104017,10,6476
2024/01/02,D1106,I0101011,4,2520
2024/01/02,D1106,I0203005,12,16800
2024/01/02,D1134,L0302002,2,9200
2024/01/02,D1134,L0302003,-2,-4720
2024/01/02,D1150,A0102001,6,7900
2024/01/02,D1167,A0102005,2,2900
2024/01/02,D1167,A0314001,20,460
2024/01/02,D1167,D0103012,1,925
2024/01/02,D1167,D0601004,20,820
2024/01/02,D1167,G0601007,1,1600
2024/01/02,D1167,H0101007,1,350
2024/01/02,D1167,H0101013,1,430
2024/01/02,D1167,H0101041,1,3600
2024/01/02,D1167,H0102004,1,240
2024/01/02,D1167,H0104001,1,8000
2024/01/02,D1167,H0105001,1,4700
2024/01/02,D1209,A0101001,1,1530
2024/01/02,D1209,A0101007,1,1750
2024/01/02,D1236,I0101003,1,4600
2024/01/02,D1244,A0102001,3,4110
2024/01/02,D1300,A0311001,3,1110
2024/01/02,D1360,K0101137,0,0
2024/01/02,D1409,I0101011,6,3780
2024/01/02,D1437,A0101003,2,3000
2024/01/02,D1443,A0102009,1,1400
2024/01/02,D1479,A0102025,2,4700
2024/01/02,D1538,B0401001,12,4320
2024/01/02,D1538,B0904001,1,400
2024/01/02,D1538,G0103009,1,660
2024/01/02,D1546,A0102001,3,4110
2024/01/02,D1563,C0104011,1,571
2024/01/02,D1563,D0102009,2,2800
2024/01/02,D1563,D0401010,1,900
2024/01/02,D1563,R1111,0,0
2024/01/02,D1640,G0104007,6,2400
2024/01/02,D1640,J0201001,6,1440
2024/01/02,D1697,I0404007,12,3360
2024/01/02,D1697,R1109,0,0
2024/01/02,D1702,B0401001,648,203660
2024/01/02,D1704,B0301010,2,640
2024/01/02,D1704,B0401001,12,3600
2024/01/02,D1704,D0401009,2,1500
2024/01/02,D1704,I0404007,3,870
2024/01/02,D1704,L0203001,1,750
2024/01/02,D1705,C0199017,15,26700
2024/01/02,D1758,A0101007,1,1750
2024/01/02,D1758,D0101009,50,3350
2024/01/02,D1758,D0101010,20,1340
2024/01/02,D1758,I0101004,1,520
2024/01/02,D1758,I0101008,1,600
2024/01/02,D1758,I0101014,1,650
2024/01/02,D1764,A0101007,9,15750
2024/01/02,D1764,D0601004,20,820
2024/01/02,D1783,D0601002,40,1640
2024/01/02,D1783,R1100,1,95
2024/01/02,D1801,A0101001,50,75000
2024/01/02,D1860,B0401001,1,420
2024/01/02,D1860,F0101042,5,3550
2024/01/02,D1860,F0101043,5,4200
2024/01/02,D1860,F0101053,5,4200
2024/01/02,D1863,B0904001,12,4200
2024/01/02,D1863,G0601018,1,1820
2024/01/02,D1863,M0401001,1,650
2024/01/02,D1863,M0401002,1,450
2024/01/02,D1895,A0313006,1,185
2024/01/02,D1895,B0301001,6,4320
2024/01/02,D1895,H0102002,2,580
2024/01/02,D1895,I0102004,1,2400
2024/01/02,D1895,I0503018,1,1270
2024/01/02,D1895,I0599021,3,1800
2024/01/02,D1895,L0203001,1,900
2024/01/02,D1923,B0401001,2,840
2024/01/02,D1923,D0101009,2,180
2024/01/02,D1923,I0102003,1,1200
2024/01/02,D1923,I0102004,1,2400
2024/01/02,D1923,I0404007,10,2900
2024/01/02,D1923,I0404011,2,760
2024/01/02,D1923,I0404047,6,1920
2024/01/02,D1992,A0102009,3,4200
2024/01/02,D2026,B0401001,4,1680
2024/01/02,D2026,N0801005,1,75
2024/01/02,D2026,R1104,1,190
2024/01/02,D2062,A0101007,1,1750
2024/01/02,D2062,F0301010,3,1110
2024/01/02,D2062,H0401025,1,360
2024/01/02,D2062,M0101003,24,4152
2024/01/02,D2062,R1108,0,0
2024/01/02,D2086,K0101162,6,3720
2024/01/02,D2091,A0101001,2,3060
2024/01/02,D2091,A0102001,2,2740
2024/01/02,D2114,I0404044,12,3480
2024/01/02,D2114,R1109,0,0
2024/01/02,E1137,B0901004,6,3030
2024/01/02,E1137,J0102001,2,380
2024/01/02,E1137,L0102002,20,2857
2024/01/02,E1164,A0101011,1,2200
2024/01/02,E1164,R1100,1,95
2024/01/02,E1350,A0101009,2,4100
2024/01/02,E1350,H0101017,2,840
2024/01/02,E1350,K0101184,2,200
2024/01/02,E1351,A0102001,5,6584
2024/01/02,E1365,F0101018,5,4000
2024/01/02,E1365,F0301010,1,370
2024/01/02,E1370,A0202011,2,220
2024/01/02,E1370,E0101010,1,250
2024/01/02,E1370,H0399023,3,285
2024/01/02,E1370,H0401022,1,800
2024/01/02,E1370,H0401023,1,750
2024/01/02,E1370,I0299005,2,550
2024/01/02,E1370,I0404007,2,580
2024/01/02,E1370,I0404011,1,380
2024/01/02,E1370,I0404040,2,1100
2024/01/02,E1370,I0404046,2,900
2024/01/02,E1370,I0507004,2,384
2024/01/02,E1370,I0507007,2,400
2024/01/02,E1370,J0399063,1,350
2024/01/02,E1370,K0101162,1,650
2024/01/02,E1370,M0101008,1,455
2024/01/02,E1383,B0401001,12,4320
2024/01/02,E1400,L0302001,3,10500
2024/01/02,E1400,L0302003,60,168000
2024/01/02,E1400,L0302006,2,4250
2024/01/02,E1443,D0103014,1,890
2024/01/02,E1443,L0103001,15,735
2024/01/02,E1456,C0104028,2,2900
2024/01/02,E1456,D0199001,4,1280
2024/01/02,E1456,H0109002,2,900
2024/01/02,E1484,A0102001,1,1370
2024/01/02,E1484,A0111023,1,1300
2024/01/02,E1484,B0401001,2,720
2024/01/02,E1484,D0102009,1,1400
2024/01/02,E1484,R1111,0,0
2024/01/02,E1528,A0102001,40,54800
2024/01/02,E1646,A0101007,2,3500
2024/01/02,E1646,D0102009,1,1800
2024/01/02,E1649,A0101003,2,3000
2024/01/02,E1649,A0101007,1,1750
2024/01/02,E1649,D0102009,4,7200
2024/01/02,E1649,L0203001,4,3000
2024/01/02,E1684,J0302001,2,1143
2024/01/02,E1712,A0101003,2,3000
2024/01/02,E1774,J0399065,2,1060
2024/01/02,E1774,R1100,1,95
2024/01/02,E1798,G0601022,1,2200
2024/01/02,E1798,I0299005,1,275
2024/01/02,E1798,I0399010,1,450
2024/01/02,E1810,A0101001,2,3060
2024/01/02,E1831,A0101001,3,4590
2024/01/02,E1831,A0101003,2,3000
2024/01/02,E1831,B0104005,5,3600
2024/01/02,E1831,B0199009,5,4700
2024/01/02,E1831,B0301027,3,1440
2024/01/02,E1831,B0401001,3,1260
2024/01/02,E1831,B0901004,1,505
2024/01/02,E1831,D0103012,1,925
2024/01/02,E1831,D0401009,1,820
2024/01/02,E1831,I0199006,1,600
2024/01/02,E1831,I0507004,4,768
2024/01/02,E1835,J0699009,2,1760
2024/01/02,E1835,R1100,1,95
2024/01/02,E1861,A0108007,1,645
2024/01/02,E1861,C0199019,1,1590
2024/01/02,E1861,E0202005,2,40
2024/01/02,E1861,I0201012,2,480
2024/01/02,E1861,I0507002,2,520
2024/01/02,E1861,L0102002,1,150
2024/01/02,E1861,L0102003,2,390
2024/01/02,E1861,L0103001,2,100
2024/01/02,E1861,M0101002,5,850
2024/01/02,E1861,M0101003,3,519
2024/01/02,E1862,B0501001,12,2760
2024/01/02,E1862,C0199019,2,3180
2024/01/02,E1863,J0399062,6,2700
2024/01/02,E1863,R1100,1,95
2024/01/02,E1873,H0101024,1,290
2024/01/02,E1873,H0109002,1,450
2024/01/02,E1873,I0507014,4,1000
2024/01/02,E1873,M0101003,7,1211
2024/01/02,E1873,R1110,0,0
2024/01/02,E1883,J0399018,0,0
2024/01/02,E1915,B0401001,12,4114
2024/01/02,E1917,A0102001,2,2740
2024/01/02,E1917,A0102009,1,1400
2024/01/02,E1917,A0111015,2,200
2024/01/02,E1917,B0601002,2,420
2024/01/02,E1917,I0299040,1,1050
2024/01/02,E1917,M0101001,2,636
2024/01/02,E1930,A0102009,1,1400
2024/01/02,E1930,D0104002,10,360
2024/01/02,E1930,D0199001,2,640
2024/01/02,E1930,H0399045,2,420
2024/01/02,E1930,I0201006,1,160
2024/01/02,E1930,J0699009,1,880
2024/01/02,E1930,L0102002,1,150
2024/01/02,E1930,L0201001,1,175
2024/01/02,E1939,B0401001,7,2940
2024/01/02,E1943,I0503006,2,800
2024/01/02,E1943,M0101002,5,850
2024/01/02,E1943,M0101008,5,2275
2024/01/02,E1953,J0302001,10,6400
2024/01/02,F1112,A0107001,2,1352
2024/01/02,F1112,A0108018,1,570
2024/01/02,F1112,D0103009,20,760
2024/01/02,F1112,R1114,0,0
2024/01/02,F1149,A0108018,3,1629
2024/01/02,F1149,H0301004,3,330
2024/01/02,F1166,I0506002,2,410
2024/01/02,F1223,A0102009,1,1400
2024/01/02,F1223,L0103001,25,1225
2024/01/02,F1223,R1114,0,0
2024/01/02,F1233,A0108007,16,9829
2024/01/02,F1233,C0103002,1,540
2024/01/02,F1233,D0103009,60,2280
2024/01/02,F1233,H0201003,2,1640
2024/01/02,F1233,H0203003,1,3600
2024/01/02,F1233,H0301031,1,660
2024/01/02,F1233,K0301010,5,410
2024/01/02,F1233,L0103001,15,735
2024/01/02,F1248,H0201007,6,771
2024/01/02,F1248,L0203001,1,900
2024/01/02,F1248,R1114,0,0
2024/01/02,F1275,A0101001,8,12240
2024/01/02,F1275,A0108018,1,570
2024/01/02,F1275,L0103001,5,250
2024/01/02,F1292,A0102001,1,1370
2024/01/02,F1292,A0102003,1,1610
2024/01/02,F1292,A0108001,25,15476
2024/01/02,F1292,A0108018,3,1629
2024/01/02,F1292,D0103012,5,4625
2024/01/02,F1292,F0301014,10,21000
2024/01/02,F1292,H0201007,5,675
2024/01/02,F1292,L0201001,1,175
2024/01/02,F1353,L0103003,20,2095
2024/01/02,F1395,A0108007,1,645
2024/01/02,F1395,A0108018,3,1710
2024/01/02,F1627,A0101001,1,1730
2024/01/02,F1627,A0108008,6,170
2024/01/02,F1627,A0108018,11,5972
2024/01/02,F1627,A0314006,1,610
2024/01/02,F1627,B0202001,3,1466
2024/01/02,F1627,B0601002,2,400
2024/01/02,F1627,D0102009,1,1800
2024/01/02,F1627,D0103009,5,191
2024/01/02,F1627,D0103014,2,1781
2024/01/02,F1627,D0106001,1,1370
2024/01/02,F1627,D9999010,1,2500
2024/01/02,F1627,H0101024,6,1657
2024/01/02,F1627,H0102002,5,1380
2024/01/02,F1627,H0102004,1,229
2024/01/02,F1627,H0103002,1,695
2024/01/02,F1627,H0104002,2,1466
2024/01/02,F1627,H0109002,11,4715
2024/01/02,F1627,H0201003,4,1638
2024/01/02,F1627,H0301002,2,314
2024/01/02,F1627,H0301030,1,630
2024/01/02,F1627,H0303012,3,243
2024/01/02,F1627,H0399045,4,838
2024/01/02,F1627,I0201002,2,476
2024/01/02,F1627,I0201006,2,320
2024/01/02,F1627,I0299005,3,786
2024/01/02,F1627,I0404008,1,410
2024/01/02,F1627,I0404044,1,290
2024/01/02,F1627,I0404054,1,270
2024/01/02,F1627,L0102001,1,124
2024/01/02,F1659,A0107019,2,1260
2024/01/02,F1659,R1114,0,0
2024/01/02,F1662,I0404005,1,380
2024/01/02,F1662,I0404007,1,290
2024/01/02,F1662,I0404011,1,380
2024/01/02,F1662,I0404014,1,350
2024/01/02,F1662,I0404016,2,1280
2024/01/02,F1662,I0404046,1,450
2024/01/02,F1695,A0101003,1,1450
2024/01/02,F1695,B0199009,5,4400
2024/01/02,F1695,C0199019,1,1590
2024/01/02,F1695,D0102009,1,1800
2024/01/02,F1695,D0103009,20,740
2024/01/02,F1695,D0199001,2,640
2024/01/02,F1695,D0206001,1,1250
2024/01/02,F1695,D0601002,20,820
2024/01/02,F1695,D0699001,2,574
2024/01/02,F1695,H0101031,1,600
2024/01/02,F1695,H0101034,1,650
2024/01/02,F1695,I0503006,1,400
2024/01/02,F1695,I0507004,3,576
2024/01/02,F1695,J0201001,12,2640
2024/01/02,F1695,L0203001,1,900
2024/01/02,G1858,A0101001,-1,-1220
2024/01/02,G1858,A0105004,48,6240
2024/01/02,G1858,A0111023,20,21000
2024/01/02,G1858,A0301012,120,14400
2024/01/02,G1858,B0199009,50,44000
2024/01/02,G1858,B0501001,48,8880
2024/01/02,G1858,C0104011,9,3686
2024/01/02,G1858,C0104016,18,6514
2024/01/02,G1858,C0104017,18,7886
2024/01/02,G1858,D0199020,40,6600
2024/01/02,G1858,D0699002,20,3526
2024/01/02,G1858,E0301002,12,924
2024/01/02,G1858,F0101042,5,2800
2024/01/02,G1858,F0101050,5,2452
2024/01/02,G1858,F0101053,5,3155
2024/01/02,G1858,F0301010,60,15600
2024/01/02,G1858,G0502001,30,52500
2024/01/02,G1858,G0601007,60,69013
2024/01/02,G1858,H0101034,2,1080
2024/01/02,G1858,H0101035,24,20400
2024/01/02,G1858,H0101045,2,1120
2024/01/02,G1858,H0305001,5,1175
2024/01/02,G1858,H0401023,5,3125
2024/01/02,G1858,H0601022,6,15000
2024/01/02,G1858,I0399010,6,2430
2024/01/02,G1858,I0404007,24,5760
2024/01/02,G1858,I0404008,12,3840
2024/01/02,G1858,I0404010,1,470
2024/01/02,G1858,I0404030,40,13400
2024/01/02,G1858,I0404031,40,5400
2024/01/02,G1858,I0404046,12,3360
2024/01/02,G1858,I0599023,6,15870
2024/01/02,G1858,I0699002,12,9720
2024/01/02,G1858,I0699003,10,4800
2024/01/02,G1858,I0699011,12,21600
2024/01/02,G1858,J0101001,24,7200
2024/01/02,G1858,J0101018,8,3960
2024/01/02,G1858,J0109007,2,930
2024/01/02,G1858,J0109009,2,1580
2024/01/02,G1858,J0302001,200,107452
2024/01/02,G1858,J0399003,1,1334
2024/01/02,G1858,J0399018,20,1800
2024/01/02,G1858,J0399028,3,1590
2024/01/02,G1858,J0399033,30,2791
2024/01/02,G1858,J0399063,2,560
2024/01/02,G1858,J0399064,30,12750
2024/01/02,G1858,J0499027,30,6157
2024/01/02,G1858,J0599005,30,6990
2024/01/02,G1858,J9999046,90,37800
2024/01/02,G1858,J9999047,1,700
2024/01/02,G1858,K0101047,2,1900
2024/01/02,G1858,K0101049,5,10750
2024/01/02,G1858,K0101061,20,14980
2024/01/02,G1858,K0101149,6,2460
2024/01/02,G1858,K0101162,12,6480
2024/01/02,G1858,K0101187,1,1950
2024/01/02,G1858,L0102003,100,17300
2024/01/02,G1858,M0401005,10,22000
2024/01/02,G1858,N0301001,4,14040
2024/01/02,G1858,N0301011,5,18450
2024/01/02,G1858,N0802003,50,19000
2024/01/02,G1858,N0802005,40,11600
2024/01/02,G1858,N0802006,16,4000
2024/01/02,G1938,C0199024,48,6480
2024/01/02,G1938,I0199012,5,20900
2024/01/02,G1943,C0199021,3,6450
2024/01/02,G1943,J0299014,18,4410
2024/01/02,G1996,J0101018,2,1200
2024/01/02,G1996,R1100,1,95
2024/01/02,G2003,J0201001,9,1980
2024/01/02,G2003,K0201097,2,500
2024/01/02,G2003,R1100,1,95
2024/01/02,G2018,P0109002,1,2190
2024/01/02,G2018,P0109005,1,2490
2024/01/02,G2018,P0109015,1,2190
2024/01/02,H1235,D0199026,400,220000
2024/01/02,H1237,M0501016,4,17500
2024/01/02,J1163,D0199026,16,16800
2024/01/02,L1152,A0111002,1,1100
2024/01/02,L1152,I0404007,5,1450
2024/01/02,L1152,I0507002,2,520
2024/01/02,L1152,L0302006,1,2350
2024/01/02,L1156,A0101005,1,1950
2024/01/02,L1156,A0101009,1,2050
2024/01/02,L1156,B0199009,5,4950
2024/01/02,L1156,F0301010,2,680
2024/01/02,L1156,I0199006,1,600
2024/01/02,L1156,P0201018,1,1700
2024/01/02,L1156,R1111,0,0
2024/01/02,L1161,A0105003,1,1350
2024/01/02,L1161,I0101008,1,600
2024/01/02,L1161,I0199006,1,580
2024/01/02,L1161,I0404007,14,4060
2024/01/02,L1161,I0507002,2,520
2024/01/02,L1161,L0199008,1,1750
2024/01/02,L1161,L0302006,1,2350
2024/01/02,L1161,M0401005,1,2500
2024/01/02,L1163,I0507002,20,5000
2024/01/02,L1222,I0102005,1,1300
2024/01/02,L1227,D9999005,1,840
2024/01/02,L1227,I0404007,2,580
2024/01/02,L1227,I0507002,1,260
2024/01/02,L1227,I0599036,2,240
2024/01/02,L1227,I0699011,1,2100
2024/01/02,L1227,L0199008,1,1750
2024/01/02,L1227,L0302006,1,2350
2024/01/02,L1227,M0101002,2,340
2024/01/02,L1268,A0101041,3,5550
2024/01/02,L1277,G0601018,1,5200
2024/01/02,L1277,I0101011,6,3780
2024/01/02,L1277,I0203005,2,2800
2024/01/02,L1367,F0101061,5,4200
2024/01/02,L1367,I0102004,2,4800
2024/01/02,L1367,L0102003,4,780
2024/01/02,L1400,J0299014,1,295
2024/01/02,L1400,J0303002,1,630
2024/01/02,L1400,J0403001,1,1750
2024/01/02,L1400,J0499015,1,1450
2024/01/02,L1400,J0501001,2,1920
2024/01/02,L1400,K0201171,1,200
2024/01/02,L1400,R1111,0,0
2024/01/02,L1454,G0602069,1,700
2024/01/02,L1454,I0101008,1,600
2024/01/02,L1454,I0101025,2,1360
2024/01/02,L1454,I0205002,1,735
2024/01/02,L1514,I0101013,1,5500
2024/01/02,L1518,B0299004,10,3600
2024/01/02,L1518,C0199027,1,686
2024/01/02,L1518,D9999002,1,130
2024/01/02,L1518,R1108,0,0
2024/01/02,L1522,I0599018,12,4200
2024/01/02,L1526,A0101001,2,3060
2024/01/02,L1526,H0102004,1,240
2024/01/02,L1526,H0105002,1,510
2024/01/02,L1531,A0101007,1,1750
2024/01/02,L1531,A0101087,3,3300
2024/01/02,L1531,B0199014,40,11600
2024/01/02,L1531,B0401001,12,4320
2024/01/02,L1531,I0102017,1,1400
2024/01/02,L1538,H0399034,3,2550
2024/01/02,L1538,R1108,0,0
2024/01/02,L1548,I0599036,108,10800
2024/01/02,L1559,C0199017,5,8900
2024/01/02,L1559,K0201171,27,4860
2024/01/02,L1562,B0401001,2,720
2024/01/02,L1562,D0603003,1,2500
2024/01/02,L1562,I0404007,3,870
2024/01/02,L1562,I0507002,4,1040
2024/01/02,L1562,I0599036,6,720
2024/01/02,L1562,M0401005,1,2500
2024/01/02,L1589,B0401001,12,4320
2024/01/02,L1589,R1109,0,0
2024/01/02,L1605,A0111023,1,1300
2024/01/02,L1605,I0205001,1,7800
2024/01/02,L1605,M0101003,24,3840
2024/01/02,L1605,R1111,0,0
2024/01/02,L1619,C0107001,2,1460
2024/01/02,L1619,I0503006,3,1200
2024/01/02,L1619,J0201007,4,1040
2024/01/02,L1619,J9999015,1,1500
2024/01/02,L1636,A0111015,1,100
2024/01/02,L1636,E0101004,2,260
2024/01/02,L1636,G0101015,1,550
2024/01/02,L1636,N9901078,20,800
2024/01/02,L1636,N9901083,10,400
2024/01/02,L1636,N9901084,20,800
2024/01/02,L1647,A0101001,2,3060
2024/01/02,L1670,B0401001,12,4320
2024/01/02,L1670,R1109,0,0
2024/01/02,L1671,J0101010,3,1185
2024/01/02,L1671,J0101014,2,760
2024/01/02,L1671,M0501013,2,10560
2024/01/02,L1671,M0501033,3,14210
2024/01/02,L1688,P0109002,1,2190
2024/01/02,L1688,P0109005,1,2490
2024/01/02,L1688,P0109007,2,2240
2024/01/02,L1688,P0109010,4,4400
2024/01/02,L1690,P0109003,1,2370
2024/01/02,L1690,P0109007,1,1120
2024/01/02,L1690,P0109010,2,2200
2024/01/02,L1690,P0109011,1,1420
2024/01/02,L1690,P0109013,1,1520
2024/01/02,M1126,A0111023,1,1300
2024/01/02,M1126,E0202005,20,360
2024/01/02,M1126,I0199013,1,4950
2024/01/02,M1126,I0503002,8,2667
2024/01/02,M1126,I0504003,2,600
2024/01/02,M1146,L0102003,40,7800
2024/01/02,M1154,K0101149,1,480
2024/01/02,M1156,D0101010,20,1340
2024/01/02,M1156,G0601007,10,14600
2024/01/02,M1156,I0101007,3,14400
2024/01/02,M1156,J0201001,36,7200
2024/01/02,M1202,D0199027,7,1050
2024/01/02,M1202,L0302006,2,4700
2024/01/02,M1203,I0404007,2,580
2024/01/02,M1203,I0507002,2,520
2024/01/02,M1203,L0103001,15,750
2024/01/02,M1203,M0401005,1,2500
2024/01/02,M1237,I0404007,2,580
2024/01/02,M1237,I0599036,1,120
2024/01/02,M1269,I0404037,5,1450
2024/01/02,M1317,F0201018,2,3600
2024/01/02,M1317,F0301010,20,7000
2024/01/02,M1342,I0101011,6,3600
2024/01/02,M1362,B0401001,12,4320
2024/01/02,M1378,I0199012,2,8360
2024/01/02,M1390,A0399020,2,3400
2024/01/02,M1390,K0101061,1,855
2024/01/02,M1396,I0102003,8,9600
2024/01/02,M1458,B0401001,2,720
2024/01/02,M1458,I0199006,2,1200
2024/01/02,M1458,I0201002,1,250
2024/01/02,M1458,I0404007,2,580
2024/01/02,M1458,I0507002,2,520
2024/01/02,M1458,M0401005,1,2500
2024/01/02,M1460,C0199024,192,25599
2024/01/02,M1529,B0104002,2,13600
2024/01/02,M1529,B0202001,12,4680
2024/01/02,M1529,B0301071,12,3360
2024/01/02,M1529,D0201003,4,2500
2024/01/02,M1529,D9999002,3,390
2024/01/02,M1529,E0202005,1,18
2024/01/02,M1529,G0601007,1,1600
2024/01/02,M1529,H0105002,1,510
2024/01/02,M1529,I0203005,2,2740
2024/01/02,M1529,L0102001,6,720
2024/01/02,M1601,D9999005,1,840
2024/01/02,M1601,G0103009,4,2019
2024/01/02,M1601,G0602069,1,700
2024/01/02,M1601,H0601022,1,2200
2024/01/02,M1601,I0599018,2,620
2024/01/02,M1623,A0102007,2,3100
2024/01/02,M1640,D0199004,1,4900
2024/01/02,M1640,I0203005,1,1370
2024/01/02,M1647,K0101202,20,5100
2024/01/02,M1656,J0201012,6,1620
2024/01/02,M1661,B0199009,5,4550
2024/01/02,M1661,B0401001,12,4320
2024/01/02,M1663,E0101002,20,2300
2024/01/02,M1663,L0102002,20,3000
2024/01/02,M1666,K0101202,224,56000
2024/01/02,M1677,C0199017,3,7620
2024/01/02,M1684,A0101001,3,2295
2024/01/02,M1684,A0111021,2,1200
2024/01/02,M1684,G0503001,13,234
2024/01/02,M1684,G0503006,42,1680
2024/01/02,M1684,K0101203,20,2640
2024/01/02,M1722,C0199019,5,7950
2024/01/02,M1722,G0602042,1,1300
2024/01/02,M1722,R1111,0,0
2024/01/02,M1804,J0201003,5,675
2024/01/02,M1804,J0499032,10,1770
2024/01/02,M1804,J0499036,12,1188
2024/01/02,M1804,J0499038,12,1740
2024/01/02,M1804,J0499041,12,1428
2024/01/02,M1804,J0499043,12,1584
2024/01/02,M1804,J0499044,12,1260
2024/01/02,M1811,A0102019,5,6850
2024/01/02,M1811,A0105006,0,-605
2024/01/02,M1812,G0201004,-2,-2600
2024/01/02,M1823,K0101061,2,1710
2024/01/02,M1823,K0101078,1,1650
2024/01/02,M1847,F0101003,5,3550
2024/01/02,M1847,I0699011,1,2100
2024/01/02,M1879,K0101160,12,6060
2024/01/02,O1160,J0399019,4,1600
2024/01/02,O1160,R1100,1,95
2024/01/02,O1241,B0401001,12,4320
2024/01/02,O1241,R1109,0,0
2024/01/02,O1261,A0102001,5,6583
2024/01/02,O1327,I0101001,1,5200
2024/01/02,P1115,I0404007,6,1560
2024/01/02,P1169,B0401001,12,4320
2024/01/02,P1169,R1109,0,0
2024/01/02,P1195,A0102005,1,1450
2024/01/02,P1195,A0105004,5,750
2024/01/02,P1195,A0311001,7,2800
2024/01/02,P1195,B0401001,12,4320
2024/01/02,P1195,G0502002,1,990
2024/01/02,P1195,H0109002,1,450
2024/01/02,P1228,B0199009,10,9900
2024/01/02,P1228,B0301027,16,7680
2024/01/02,P1228,I0203007,2,1700
2024/01/02,P1228,I0599019,12,6000
2024/01/02,Q1110,A0101001,2,3060
2024/01/02,Q1110,A0101003,2,3000
2024/01/02,Q1110,A0101007,3,5250
2024/01/02,Q1138,A0102009,2,2800
2024/01/02,Q1138,B0199009,5,4950
2024/01/02,Q1138,B0301010,4,1280
2024/01/02,Q1138,B0301011,6,1920
2024/01/02,Q1138,D0103004,25,475
2024/01/02,Q1138,D0199001,1,320
2024/01/02,Q1138,D0206001,1,1250
2024/01/02,Q1138,F0301010,1,370
2024/01/02,Q1138,H0102004,1,240
2024/01/02,Q1138,I0299040,1,1050
2024/01/02,Q1138,L0203001,1,900
2024/01/02,Q1138,M0101009,3,1365
2024/01/02,Q1141,A0111002,1,1100
2024/01/02,Q1141,C0104028,3,3750
2024/01/02,Q1141,C0199019,2,3180
2024/01/02,Q1141,N9901067,100,3000
2024/01/02,Q1207,A0101001,1,1530
2024/01/02,Q1207,A0101003,1,1500
2024/01/02,Q1207,A0111022,1,1650
2024/01/02,Q1207,J0699009,1,880
2024/01/02,Q1219,B0401001,24,8640
2024/01/02,R1129,G0502001,2,4400
2024/01/02,T1305,L0102003,2,390
2024/01/03,A1146,B0401001,12,4320
2024/01/03,A1146,R1109,0,0
2024/01/03,A1152,H0101042,4,1280
2024/01/03,A1152,I0203007,2,1700
2024/01/03,A1152,I0299005,2,550
2024/01/03,A1173,A0101005,2,3900
2024/01/03,A1173,A0101011,1,2000
2024/01/03,A1173,I0404007,6,1560
2024/01/03,A1189,C0199019,2,3180
2024/01/03,A1189,D0102004,1,172
2024/01/03,A1189,L0102001,3,390
2024/01/03,A1189,P0108002,1,320
2024/01/03,A1210,G0602041,0,0
2024/01/03,A1210,I0404011,2,590
2024/01/03,A1210,I0404014,1,280
2024/01/03,A1210,I0599024,1,1180
2024/01/03,B1218,A0102003,6,8629
2024/01/03,B1218,A0102009,2,2495
2024/01/03,B1218,B0904001,24,8400
2024/01/03,B1218,K0201014,6,1886
2024/01/03,B1218,M0101003,24,3840
2024/01/03,B1218,M0101008,14,6202
2024/01/03,B1253,A0105010,-1,-1800
2024/01/03,B1320,A0102027,6,8400
2024/01/03,B1320,A0111023,2,2600
2024/01/03,B1320,M0101003,10,1730
2024/01/03,B1328,A0102015,3,5250
2024/01/03,B1349,H0101017,4,1800
2024/01/03,B1349,R1116,0,0
2024/01/03,B1400,G0601021,1,1600
2024/01/03,B1517,I0404031,8,1160
2024/01/03,B1524,I0199012,2,9020
2024/01/03,B1533,B0299004,0,0
2024/01/03,B1568,F0101038,15,15000
2024/01/03,B1689,E0102005,1,750
2024/01/03,B1733,A0101001,1,1530
2024/01/03,B1733,A0199006,3,2100
2024/01/03,B1746,D0102009,1,1800
2024/01/03,B1746,G0601018,1,5200
2024/01/03,B1925,A0105004,5,750
2024/01/03,B1925,R1100,1,95
2024/01/03,B1962,B0401001,12,4320
2024/01/03,B1962,N9901067,20,600
2024/01/03,B1977,A0102005,6,7786
2024/01/03,B1977,A0102009,3,3607
2024/01/03,B1977,A0108007,1,645
2024/01/03,B1977,A0111005,2,4000
2024/01/03,B1977,A0111023,1,1300
2024/01/03,B1977,A0199023,2,2900
2024/01/03,B1977,A0306012,2,260
2024/01/03,B1977,B0401001,3,1080
2024/01/03,B1977,C0104012,24,3657
2024/01/03,B1977,D0104002,40,1440
2024/01/03,B1977,H0105002,1,510
2024/01/03,B1977,I0102017,1,1400
2024/01/03,B1977,I0201005,1,2000
2024/01/03,B1977,K0201014,4,1352
2024/01/03,B1977,L0102002,4,571
2024/01/03,B1977,M0101002,24,3840
2024/01/03,B1977,M0101011,12,4800
2024/01/03,B1977,P0101004,6,189
2024/01/03,B1977,P0103004,8,343
2024/01/03,B2077,A0101007,1,1750
2024/01/03,B2077,B0401001,72,24480
2024/01/03,B2077,I0599019,1,500
2024/01/03,B2317,B0401001,72,23040
2024/01/03,B2317,I0199012,2,8580
2024/01/03,B2363,A0311001,2,800
2024/01/03,B2383,B0104008,1,3150
