品號 | SKU,品名 | Product Name,規格 | Specification,庫存單位 | Inventory Units,商品級別 | Product Grade,品牌類別 | Brand Category,保存天數 | Storage Days,備貨型態 | Inventory type,儲存溫層 | Storage temperature layer,失效日期 | Expiry Date
C0104026,O-Med煙燻風味橄欖油40ML,40ML/12瓶/箱,罐,S+級,O-Med,730,樣品,低溫,
C0104027,O-Med有機橄欖油250ML,250ML/24罐/箱,罐,S+級,O-Med,730,客訂,低溫,
C0104028,康迪薩特級初榨橄欖油5L,5L/3桶/箱,桶,S+級,O-Med,730,常備,常溫,
C0104029,康迪薩特級初榨橄欖油750ML,750ML/12罐/箱,罐,S+級,O-Med,730,客訂,低溫,
C0104030,Molino檸檬風味橄欖油250ML,250ML/6罐/箱,罐,S+級,O-Med,730,樣品,低溫,
C0104031,Molino柑橘風味橄欖油250ML,250ML/6罐/箱,罐,S+級,O-Med,730,樣品,低溫,
C0104032,Molino羅勒風味橄欖油250ML,250ML/6罐/箱,罐,S+級,O-Med,730,樣品,低溫,
C0104033,MAS TARRES西班牙(P.D.O)特級初榨橄欖油 40ML,40ML/63瓶/箱,瓶,C級,Olis Sole,730,樣品,低溫,
C0104034,MAS TARRES西班牙(P.D.O)特級初榨橄欖油 250ML,250ML/12瓶/箱,瓶,C級,Olis Sole,730,樣品,低溫,
C0104035,康迪薩特級初榨橄欖油 3L,3L/6桶/箱,桶,S+級,O-Med,720,常備,常溫,
C0104036,康迪薩特級初榨橄欖油500ML,500ML/12罐/箱,罐,S+級,O-Med,730,客訂,常溫,
C0106002,金子半之助天婦羅油,16.5KG/桶,桶,A級,金子商品,730,客訂,常溫,
C0106003,金子半之助天婦羅油（純正）,16.5KG/桶,桶,A級,金子商品,912,客訂PB,常溫,
C0107001,九鬼星印純正胡麻油(淡口)1650G,1650G/6罐/箱,罐,S級,九鬼產業,540,常備,常溫,
C0107002,九鬼太白純正胡麻油1650G,1650G/6罐/箱,罐,S級,九鬼產業,365,常備,常溫,
C0107004,九鬼星印純正胡麻油(濃口)1650G,1650G/6罐/箱,罐,S級,九鬼產業,540,常備,常溫,
C0107005,九鬼純正胡麻油(初榨)150G-家庭用,150G/12罐/2箱/件,罐,S級,九鬼產業,730,客訂,常溫,
C0107007,九鬼太白純正胡麻油170G-家庭用,170G/12罐/2箱/件,罐,S級,九鬼產業,540,PM推廣,常溫,
C0107014,九鬼香辛胡麻辣油45G,45G/24罐/箱,罐,S級,九鬼產業,730,PM推廣,常溫,
C0107015,九鬼胡麻辣油45G,45G/24罐/箱,罐,S級,九鬼產業,730,PM推廣,常溫,
C0107016,九鬼星印辣油F 1650G,1650G/6罐/箱,罐,S級,九鬼產業,540,客訂,常溫,
C0107018,九鬼星印胡麻油(濃口)170G,170G/12罐/2箱/件,罐,S級,九鬼產業,730,PM推廣,常溫,
C0107019,九鬼一番搾純正胡麻油,340G/12罐/箱,罐,S級,九鬼產業,730,常備,常溫,
C0107021,九鬼芳醇胡麻油,105G/24罐/箱,罐,S級,九鬼產業,730,客訂,常溫,
C0107022,九鬼太白純正胡麻油16.5KG,16.5KG,桶,S級,九鬼產業,730,常備,常溫,
C0199010,特級都寶烤盤油600ML,600ML/12罐/箱,罐,C級,油脂類,365,常備,常溫,
C0199017,"Auzure澳廚 OMEGA 9芥花油(鐵桶裝,無附水龍頭)20L",20L/桶,桶,S+級,Auzure,730,常備,常溫,
C0199018,"Auzure澳廚 OMEGA 9芥花油(紙箱裝,附水龍頭)15L",15L/箱,箱,S+級,Auzure,730,常備,常溫,
C0199019,"Auzure澳廚 經典芥花油(紙箱裝,附水龍頭)15L",15L/箱,箱,S+級,Auzure,730,常備,常溫,
C0199021,"Auzure澳廚 經典芥花油(鐵桶裝,無附水龍頭)20L",20L/桶,桶,S+級,Auzure,730,常備,常溫,
C0199027,Auzure澳廚 經典芥花油(PET瓶)4L,4L/3罐/箱,罐,S+級,Auzure,730,常備,常溫,
C0199028,O-Med 白松露橄欖油250ML,250ml/9罐/箱,罐,S+級,O-Med,720,常備,常溫,
C0199029,O-Med 黑松露橄欖油 250ML,250ml/9罐/箱,罐,S+級,O-Med,730,常備,常溫,
D0101009,三井製糖上白糖,1KG/10包/箱,包,S級,三井製糖,1095,常備,常溫,
D0101010,三井製糖三溫糖,1KG/10包/箱,包,S級,三井製糖,1095,常備,常溫,
D0101011,日本三井精緻細砂糖,1KG/10包/箱,包,S級,三井製糖,1095,常備,常溫,
D0101012,日本三井中雙糖,1KG/10包/箱,包,S級,三井製糖,1095,常備,常溫,
D0101013,日本三井白雙糖,1KG/10包/箱,包,S級,三井製糖,1095,常備,常溫,
D0101014,日本三井上白糖30KG,30KG/包,包,S級,三井製糖,1095,PM推廣,常溫,
D0101015,日本三井三溫糖30KG,30KG/包,包,S級,三井製糖,1095,PM推廣,常溫,
D0102003,和田製糖本和香糖20K,20KG/包,包,S級,和田製糖,1095,常備,常溫,
D0102004,和田製糖本和香糖1K,1KG,KG,S級,和田製糖,1095,常備,常溫,
D0102009,和田製糖KH1-上白糖30KG,30KG,包,S級,和田製糖,1095,常備,常溫,
D0102010,和田製糖KH1-上白糖1K,1KG,KG,S級,和田製糖,1095,停售,常溫,
D0103005,大順台糖精緻二砂25KG,25KG/包,包,,大順,730,常備,常溫,
D0103009,大順細砂1KG/包,1KG/20包/1箱,包,,大順,730,常備,常溫,
D0103012,大順台糖細砂25KG,25KG/包,包,,大順,730,常備,常溫,
D0103014,大順特砂25KG,25KG/包,包,,大順,730,常備,常溫,
D0106001,寶山紅糖30KG,30KG/包,包,A級,蜂蜜 糖類,730,常備,常溫,
D0106002,寶山紅糖450G,450G/20包/箱,包,A級,蜂蜜 糖類,730,常備,常溫,
D0199001,張錫斌手工黑糖1KG,1KG,KG,A級,蜂蜜 糖類,730,常備,常溫,
D0199003,北部製糖 沖繩特產加工黑糖粉20K,20KG/袋,袋,A級,蜂蜜 糖類,730,客訂,常溫,
D0199004,阿波和三盆糖5K,5KG/6盒/箱,盒,C級,阿波,1095,常備,常溫,
D0199006,讚岐和三寶糖5K,5KG/3包/箱,盒,A級,蜂蜜 糖類,1095,客訂,常溫,
D0199011,東洋精糖T.T.G.A.細砂糖30KG,30KG/包,包,S級,東洋精糖,1095,常備,常溫,
D0199013,DM三井製糖Z1白雙糖30K,30KG/包,包,C級,三井製糖,1095,常備,常溫,
D0199017,張錫斌手工黑糖30KG,30KG/袋,袋,A級,蜂蜜 糖類,730,常備,常溫,
D0199019,薩南製糖 釜焚 島砂糖300G,300G/10包/箱,包,C級,薩南製糖,700,常備,常溫,
D0199020,薩南製糖 釜焚 島砂糖1KG,1KG/10包/箱,包,C級,薩南製糖,700,常備,常溫,
D0199021,薩南製糖 釜焚 島砂糖20KG,20KG/包,包,C級,薩南製糖,180,常備,常溫,
D0199022,薩南製糖 黑砂糖20KG,20KG/包,包,C級,薩南製糖,365,客訂,常溫,
D0199024,薩南製糖 黑砂糖1KG,1KG/10包/箱(原裝),包,C級,薩南製糖,700,常備,常溫,
D0199026,甘蔗黑糖蜜,5KG/4桶/箱,桶,C級,Crosby,720,常備,低溫,
D0199027,垣乃花沖繩產加工粉末黑糖230G,230G/20包/箱,包,A級,蜂蜜 糖類,365,常備,常溫,
D0199028,東洋精糖T1上白糖30KG,30KG/包,包,S級,東洋精糖,1095,PM推廣,常溫,
D0201003,百花蜂蜜(黃蓋)3KG,3KG/6桶/箱,桶,A級,蜂蜜 糖類,1095,常備,常溫,
D0204001,卜大黑糖蜜700G,700G/20罐/箱,罐,A級,蜂蜜 糖類,730,常備,常溫,
D0204002,上野砂糖BX-70黑糖蜜24K,24KG/桶,桶,C級,上野砂糖,365,客訂,常溫,
D0206001,沁峯龍眼蜂蜜(紅蓋),3KG/6桶/箱,桶,A級,蜂蜜 糖類,730,常備,常溫,
D0206002,沁峯百花蜂蜜(紅蓋),3KG/6桶/箱,桶,A級,蜂蜜 糖類,730,常備,常溫,
D0206003,沁峯玉荷包蜂蜜(紅蓋),3KG/6桶/箱,桶,A級,蜂蜜 糖類,730,客訂,常溫,
D0206004,沁峯紅柴蜂蜜(紅蓋),3KG/6桶/箱,桶,A級,蜂蜜 糖類,730,常備,常溫,
D0401009,加拿大極深琥珀純楓樹糖漿1L,1L/12罐/箱,罐,C級,加楓饗味,730,常備,常溫,
D0401010,加拿大純楓樹糖粒800G,800G/3包/箱,包,C級,加楓饗味,1095,常備,常溫,
D0401011,加拿大純楓樹糖片800G,800G/3包/箱,包,C級,加楓饗味,1095,客訂,常溫,
D0601002,大順糖粉1KG(藍),1KG/20包/箱 93%,包,,大順,730,常備,常溫,
D0601004,大順純糖粉1KG(黃),1KG/20包/箱 不零售,包,,大順,730,常備,常溫,
D0602001,泰源純糖粉18K,18KG/包,包,A級,蜂蜜 糖類,730,常備,常溫,
D0603003,日清809A甜甜圈沾糖10K,10KG/包,包,S+級,日清製粉,180,客訂,常溫,
D0603004,日清809A甜甜圈沾糖1KG,1KG,包,S+級,日清製粉,180,停售,常溫,
D0699001,達客防潮糖粉1KG/包,1KG/10包/箱,包,A級,蜂蜜 糖類,712,常備,常溫,
D0699002,日新製糖糖粉1K,1K/10包/箱,包,C級,日新製糖,730,常備,常溫,
D0699004,日新製糖糖粉180G,180G/10包x2小箱/箱,包,C級,日新製糖,730,常備,常溫,
D0699005,昭和甜甜圈沾糖2K,2KG/6包/箱,包,S+級,昭和產業,365,客訂,常溫,
D9999002,海藻糖1KG,1KG分裝,KG,A級,蜂蜜 糖類,1095,常備,常溫,
D9999010,海藻糖20KG/包,20KG/包,包,A級,蜂蜜 糖類,1095,常備,常溫,
D9999023,加藤美蜂園黑糖蜜2.5KG,2.5KG/6罐/箱,罐,C級,加藤美蜂園,540,常備,常溫,
D9999024,還原水飴(澱粉糖醇糖漿)Eswee 57,22KG,桶,A級,蜂蜜 糖類,540,客訂,常溫,
D9999025,相川水飴糯米糖,23KG/桶,桶,A級,蜂蜜 糖類,180,客訂,常溫,
D9999028,正榮水飴300G,300G/24盒/箱,盒,C級,正榮,730,常備,常溫,
D9999029,伊良精釀可樂風味糖漿100ml,100ml/40瓶/箱,瓶,,伊良可樂,270,,常溫,
D9999030,伊良精釀可樂風味糖漿250ml,250ml/24瓶/箱,瓶,,伊良可樂,270,,常溫,
D9999031,伊良精釀可樂風味糖漿720ml,720ml/6瓶/箱,瓶,,伊良可樂,270,,常溫,
D9999032,伊良精釀可樂風味糖漿1L,1L/12袋/箱,袋,,伊良可樂,270,,常溫,
D9999033,天然純淨蜂蠟(烘焙用),1KG/20包/箱,包,A級,蜂蜜 糖類,1095,常備,冷凍,
D9999034,昭和粉末水飴SPD 20K,20KG/包,包,S+級,昭和產業,365,PM推廣,常溫,
E0101001,赤穗天鹽20K,20KG/包,包,B級,鹽類製品,1095,常備,常溫,
E0101002,天外天鹽1KG,1KG/20包/箱,包,B級,鹽類製品,1095,常備,常溫,
E0101004,赤穗天鹽1K,1KG/包,包,B級,鹽類製品,1095,常備,常溫,
E0101005,天外天鹽300G,300G/20包/2箱/件,包,B級,鹽類製品,1095,客訂,常溫,
E0101009,淡路島藻鹽(停售),80G/24包/箱,包,B級,鹽類製品,1095,停售,常溫,
E0101010,O-Med鹽之花100G,100G/8罐/箱,罐,S+級,O-Med,1825,常備,常溫,
E0101011,法國葛宏德細鹽5KG,5KG/桶,桶,B級,鹽類製品,1825,常備,常溫,
E0101012,釜炊伊達鮮味鹽,320G/50包/箱,包,C級,中式食材調類,1825,庫存售完後停售,常溫,
E0101013,伯方之鹽,1KG/10包/箱,包,C級,中式食材調類,1825,常備,常溫,
E0102005,法國葛宏德天然灰海鹽5KG,5KG/桶,桶,B級,鹽類製品,1825,常備,常溫,
E0102006,法國葛宏德鹽之花 1KG,1KG/桶,KG,B級,鹽類製品,1825,常備,常溫,
E0202005,建鹽岩鹽1KG,1KG/20包/袋,包,B級,鹽類製品,1825,常備,常溫,
E0301001,天日湖鹽1KG,1KG/20包/箱,包,B級,鹽類製品,1095,常備,常溫,
E0301002,平釜荒鹽 1K,1KG/12包/箱,包,B級,鹽類製品,1825,常備,常溫,
E0401001,天鹽鹽滷 4包入,50ml/48袋/箱  (12.5ml X 4包),袋,B級,鹽類製品,730,客訂,常溫,
F0101001,L'Opera卡魯帕諾70%(鈕扣)產地巧克力5K,5KG/4包/箱,KG,S級,L'Opera,730,常備,低溫,
F0101003,L'Opera卡魯帕諾62%(鈕扣)產地巧克力5K,5KG/4包/箱,KG,S級,L'Opera,730,常備,低溫,
F0101005,L'Opera節奏56%(鈕扣)經典巧克力5K,5KG/4包/箱,KG,S級,L'Opera,730,常備,低溫,
F0101009,L'Opera塔妮亞43%(鈕扣)牛奶巧克力5K,5KG/4包/箱,KG,S級,L'Opera,548,常備,低溫,
F0101010,L'Opera阿卡朵66%(鈕扣)經典巧克力5K,5KG/4包/箱,KG,S級,L'Opera,730,常備,低溫,
F0101016,L'Opera薩瑪娜62%(鈕扣)產地巧克力5K,5KG/4包/箱,KG,S級,L'Opera,730,常備,低溫,
F0101018,L'Opera緩慢70%(鈕扣)經典巧克力5K,5KG/4包/箱,KG,S級,L'Opera,730,常備,低溫,
F0101029,L'Opera美康加70%(鈕扣)產地巧克力5K,5KG/4包/箱,KG,S級,L'Opera,730,常備,低溫,
F0101030,L'Opera美索38%(鈕扣)經典牛奶巧克力5K,5KG/4包/箱,KG,S級,L'Opera,548,常備,低溫,
F0101031,L'Opera可可碎2K,2KG/4桶/箱,KG,S級,L'Opera,730,常備,低溫,
F0101032,L'Opera迪芙40%(鈕扣)經典牛奶巧克力5K,5KG/4包/箱,KG,S級,L'Opera,548,常備,低溫,
F0101033,L'Opera康瑟朵32%(鈕扣)經典白巧克力5K,5KG/4包/箱,KG,S級,L'Opera,540,常備,低溫,
F0101035,L'Opera WHITE N°1 30%(鈕扣)白巧克力5K,5KG/2包/箱,KG,S級,L'Opera,365,客訂,低溫,
F0101037,L'Opera薩瑪娜70%(鈕扣)產地巧克力5K,5KG/4包/箱,KG,S級,L'Opera,730,常備,低溫,
F0101038,L'Opera阿特帕茲73%(鈕扣)產地巧克力5K,5KG/4包/箱,KG,S級,L'Opera,730,常備,低溫,
F0101039,L'Opera維巴托70%(鈕扣)產地巧克力5K,5KG/4包/箱,KG,S級,L'Opera,730,常備,低溫,
F0101040,L'Opera委內瑞拉可可豆2K,2KG/4盒/箱,KG,S級,L'Opera,365,客訂,低溫,
F0101042,L'Opera塔妮亞62%(鈕扣)產地巧克力5K,5KG/4包/箱,KG,S級,L'Opera,730,常備,低溫,
F0101043,L'Opera馬頓70%(鈕扣)產地巧克力5K,5KG/4包/箱,KG,S級,L'Opera,730,常備,低溫,
F0101045,L'Opera塔妮亞70%(鈕扣)產地巧克力5K,5KG/4包/箱,KG,S級,L'Opera,730,常備,低溫,
F0101046,L'Opera帕宣那朵62%(鈕扣)經典巧克力5K,5KG/ 4包/箱,KG,S級,L'Opera,730,常備,低溫,
F0101049,L'Opera Dark N.1 59%(鈕扣)黑巧克力5K,5KG/4包/箱,KG,S級,L'Opera,730,常備,低溫,
F0101050,L'Opera勒卡朵57%(鈕扣)經典巧克力5K,5KG/4包/箱,KG,S級,L'Opera,730,常備,低溫,
F0101053,L'Opera佳雅斯70%(鈕扣)產地巧克力5K,5KG/4包/箱,KG,S級,L'Opera,730,常備,低溫,
F0101061,L'Opera迪雅貝頌33%經典白巧克力鈕扣5KG,5KG/4包/箱,KG,S級,L'Opera,548,常備,低溫,
F0101080,L'Opera德爾托拉70%(鈕扣)產地巧克力5K,5KG/4包/箱,KG,S級,L'Opera,730,停售,低溫,
F0101082,L'Opera Dark N.1 59%(鈕扣)黑巧克力1.5KG,1.5KG/9包/箱,KG,S級,L'Opera,730,停售,低溫,
F0101083,L'Opera Dark N.2 62%(鈕扣)黑巧克力5K,5KG/4包/箱,KG,S級,L'Opera,730,PM推廣,低溫,
F0101084,L'Opera卡魯帕諾70%(鈕扣)產地巧克力5K,5KG/4包/箱,包,S級,L'Opera,730,常備,低溫,
F0101085,L'Opera卡魯帕諾62%(鈕扣)產地巧克力5K,5KG/4包/箱,包,S級,L'Opera,730,常備,低溫,
F0101086,L'Opera節奏56%(鈕扣)經典巧克力5K,5KG/4包/箱,包,S級,L'Opera,730,常備,低溫,
F0101087,L'Opera塔妮亞43%(鈕扣)牛奶巧克力5K,5KG/4包/箱,包,S級,L'Opera,540,常備,低溫,
F0101088,L'Opera阿卡朵66%(鈕扣)經典巧克力5K,5KG/4包/箱,KG,S級,L'Opera,730,常備,低溫,
F0101089,L'Opera薩瑪娜62%(鈕扣)產地巧克力5K,5KG/4包/箱,包,S級,L'Opera,0,常備,低溫,
F0101090,L'Opera緩慢70%(鈕扣)經典巧克力5K,5KG/4包/箱,包,S級,L'Opera,730,常備,低溫,
F0101091,L'Opera美康加70%(鈕扣)產地巧克力5K,5KG/4包/箱,包,S級,L'Opera,730,常備,低溫,
F0101092,L'Opera美索38%(鈕扣)經典牛奶巧克力5K,5KG/4包/箱,包,S級,L'Opera,540,常備,低溫,
F0101093,L'Opera可可碎2K,2KG/4桶/箱,桶,S級,L'Opera,730,常備,低溫,
F0101094,L'Opera迪芙40%(鈕扣)經典牛奶巧克力5K,5KG/4包/箱,包,S級,L'Opera,540,常備,低溫,
F0101095,L'Opera康瑟朵32%(鈕扣)經典白巧克力5K,5KG/4包/箱,包,S級,L'Opera,540,常備,低溫,
F0101096,L'Opera薩瑪娜70%(鈕扣)產地巧克力5K,5KG/4包/箱,包,S級,L'Opera,730,常備,低溫,
F0101097,L'Opera阿特帕茲73%(鈕扣)產地巧克力5K,5KG/4包/箱,包,S級,L'Opera,730,常備,低溫,
F0101098,L'Opera維巴托70%(鈕扣)產地巧克力5K,5KG/4包/箱,包,S級,L'Opera,730,常備,低溫,
F0101099,L'Opera塔妮亞62%(鈕扣)產地巧克力5K,5KG/4包/箱,包,S級,L'Opera,730,常備,低溫,
F0101100,L'Opera塔妮亞70%(鈕扣)產地巧克力5K,5KG/4包/箱,包,S級,L'Opera,730,常備,低溫,
F0101101,L'Opera帕宣那朵62%(鈕扣)經典巧克力5K,5KG/4包/箱,包,S級,L'Opera,730,常備,低溫,
F0101102,L'Opera Dark N.1 59%(鈕扣)黑巧克力5K,5KG/4包/箱,包,S級,L'Opera,730,常備,低溫,
F0101103,L'Opera勒卡朵57%(鈕扣)經典巧克力5K,5KG/4包/箱,包,S級,L'Opera,730,常備,低溫,
F0101104,L'Opera佳雅斯70%(鈕扣)產地巧克力5K,5KG/4包/箱,包,S級,L'Opera,730,常備,低溫,
F0101105,L'Opera迪雅貝頌33%經典白巧克力鈕扣5KG,5KG/4包/箱,包,S級,L'Opera,540,常備,低溫,
F0101106,L'Opera牙買加73%(鈕扣)產地巧克力5K,5KG/4包/箱,包,S級,L'Opera,730,常備,低溫,
F0101107,L'Opera佳雅斯64%(鈕扣)產地巧克力 5KG,5KG/4包/箱,包,S級,L'Opera,730,常備,低溫,
F0101108,L'Opera Dark N.2 62%(鈕扣)黑巧克力5K,5KG/4包/箱,包,S級,L'Opera,730,PM推廣,低溫,
F0101109,L'Opera委內瑞拉可可豆2K,2KG/4桶/箱,桶,S級,L'Opera,365,客訂,低溫,
F0101110,L'Opera WHITE N°1 30%(鈕扣)白巧克力5K,5KG/4包/箱,包,S級,L'Opera,540,客訂,低溫,
F0102002,水滴狀巧克力5K,5KG/4包/箱,包,C級,巧克力類,730,常備,低溫,
F0102003,Cacao Barry巧克力棒,1.6KG/15盒/箱,盒,C級,巧克力類,730,常備,低溫,
F0201001,L'Opera柔滑義大利榛果醬100% 5K,5KG/2桶/箱,桶,S級,L'Opera,365,客訂,低溫,
F0201002,L'Opera柔滑義大利榛果醬50% 6K,6KG/2桶/箱,桶,S級,L'Opera,365,客訂,低溫,
F0201003,L'Opera碎粒義大利榛果醬50% 6K,6KG/2桶/箱,桶,S級,L'Opera,365,客訂,低溫,
F0201004,L'Opera碎粒西班牙杏仁醬50% 6K,6KG/2桶/箱,桶,S級,L'Opera,365,客訂,低溫,
F0201012,L'Opera杏仁花生醬6K,6KG/2桶/箱,桶,S級,L'Opera,365,客訂,低溫,
F0201016,L'Opera榛果芫荽子醬6K,6KG/2桶/箱,桶,S級,L'Opera,365,客訂,低溫,
F0201018,L'Opera柔滑義大利榛果醬100% 1K,1KG/18桶/箱,桶,S級,L'Opera,365,常備,低溫,
F0201019,L'Opera碎粒義大利榛果醬50% 2K,2KG/8桶/箱,桶,S級,L'Opera,730,客訂,低溫,
F0201020,L'Opera開心果醬1K,1KG/9桶/箱,桶,S級,L'Opera,365,常備,低溫,
F0301008,L'Opera馬達加斯加100%可可膏2KG,2KG/4桶/箱,KG,S級,L'Opera,730,客訂,低溫,
F0301009,L'Opera可可脂3K,3KG/4桶/箱,桶,S級,L'Opera,730,常備,低溫,
F0301010,L'Opera可可粉600G,600G/10包/箱,包,S級,L'Opera,730,常備,低溫,
F0301013,L'Opera深黑可可粉50g,,包,S級,L'Opera,730,樣品,低溫,
F0301014,米歇爾柯茲頂級可可粉,3KG/6盒/箱,盒,C級,巧克力類,480,常備,低溫,
F0301015,可可脂(PPP Cocoa Butter Deodorized),25KG/箱,箱,C級,巧克力類,730,客訂,常溫,
F0301016,L'Opera馬達加斯加100%可可膏2KG,2KG/4桶/箱,桶,S級,L'Opera,730,客訂,低溫,
F0401008,L'Opera圍裙,,件,S級,L'Opera,0,非銷售品,常溫,
F0401009,L'Opera調溫盆,,個,S級,L'Opera,0,非銷售品,常溫,
F0401018,L'Opera封口條,,個,S級,L'Opera,0,非銷售品,常溫,
F0401019,L'Opera新品目錄,,本,S級,L'Opera,0,非銷售品,常溫,
F0401020,L'Opera配方表,,本,S級,L'Opera,0,非銷售品,常溫,
F0401022,L'Opera可可豆莢模型,,個,S級,L'Opera,0,非銷售品,常溫,
F0401023,L'Opera目錄,,本,S級,L'Opera,0,非銷售品,常溫,
F0401025,L'Opera刮刀,,支,S級,L'Opera,0,非銷售品,常溫,
F0401027,L'Opera海報,,張,S級,L'Opera,0,非銷售品,常溫,
F0401031,L'Opera牙買加73%(鈕扣)產地巧克力5K,5KG/4包/箱,KG,S級,L'Opera,730,常備,低溫,
F0401033,L'Opera開心果醬1K,1KG/9罐/箱,KG,S級,L'Opera,365,常備,低溫,
F0401034,L'Opera柔滑義大利榛果醬100% 100G(樣品用),100G/罐,罐,S級,L'Opera,365,樣品,低溫,
F0401035,L'Opera柔滑義大利榛果醬50% 100G(樣品用),100G/罐,罐,S級,L'Opera,730,樣品,低溫,
F0401036,L'Opera碎粒義大利榛果醬50% 100G(樣品用),100G/罐,罐,S級,L'Opera,730,樣品,低溫,
F0401037,L'Opera杏仁花生醬100G(樣品用),100G/罐,罐,S級,L'Opera,365,樣品,低溫,
F0401038,L'Opera榛果芫荽子醬100G(樣品用),100G/罐,罐,S級,L'Opera,365,樣品,低溫,
F0401039,L'Opera PISTACHIO PASTE 100%開心果醬 100G(樣品用),100G/罐,罐,S級,L'Opera,365,樣品,低溫,
F0401040,L'Opera德爾托拉70%黑巧克力100G(樣品用),100G/罐,罐,S級,L'Opera,730,樣品,低溫,
F0401041,L'Opera馬克杯,375ml,個,S級,L'Opera,0,非銷售品,常溫,
F0401042,L'Opera碎粒義大利榛果醬50% 200G(樣品用),200G/罐,罐,S級,L'Opera,730,樣品,低溫,
F0401043,L'Opera PISTACHIO PASTE 100%開心果醬 200G(樣品用),200G/罐,罐,S級,L'Opera,365,樣品,低溫,
F0401044,L'Opera柔滑義大利榛果醬100% 200G(樣品用),200G/罐,罐,S級,L'Opera,365,樣品,低溫,
F0401045,L'Opera保冷袋,,個,S級,L'Opera,0,非銷售品,常溫,
F0401046,L'Opera碎粒西班牙杏仁醬50% 200G(樣品用),200G/罐,罐,S級,L'Opera,365,樣品,低溫,
F0401047,L'Opera碎粒西班牙杏仁醬50% 100G(樣品用),100G/罐,罐,S級,L'Opera,365,樣品,低溫,
F0401048,L'Opera日曆,,個,S級,L'Opera,0,非銷售品,常溫,
F0401049,L'opera鐵罐空瓶+貼標 (樣品用),,罐,,,0,非銷售品,常溫,
F0401050,L'Opera 德爾托拉70%黑巧克力+杜塔70%黑巧克力套裝組 200G(樣品用),200G/套組,盒,S級,L'Opera,730,樣品,常溫,
F0401051,L'Opera杜塔70%黑巧克力100G(樣品用),100G/罐,罐,S級,L'Opera,730,樣品,常溫,
F0401052,L'Opera手提袋,,個,S級,L'Opera,0,非銷售品,常溫,
F0401053,L'Opera佳雅斯64%(鈕扣)產地巧克力 5KG,5KG/4包/箱,KG,S級,L'Opera,730,常備,常溫,
F0404052,L'Opera手推車,,個,S級,L'Opera,0,非銷售品,常溫,
G0101004,Negrita加倍芳醇54%蘭姆酒1L,1L/6瓶/箱,瓶,C級,Negrita,1825,常備,常溫,
G0101015,Negrita加勒比海進口蘭姆酒1L,1L/6罐/箱,罐,C級,Negrita,0,常備,常溫,
G0102002,法國覆盆子白蘭地40% 700ML,6瓶/箱,瓶,B級,酒類製品,0,庫存售完後停售,常溫,
G0103001,西班牙紅酒5L,5L/3桶/箱,桶,B級,酒類製品,1095,常備,常溫,
G0103003,西班牙白酒5L,5L/3桶/箱,桶,B級,酒類製品,1095,常備,常溫,
G0103004,西班牙白酒750ML/罐,750ML/12罐/箱,罐,B級,酒類製品,1095,常備,常溫,
G0103009,麥斯蘭姆酒1L,1L/12罐/箱,罐,B級,酒類製品,0,常備,常溫,
G0103010,法國橘子酒(君度橙酒)700ML,酒精濃度40%/12罐/箱,罐,B級,酒類製品,0,常備,常溫,
G0103011,香橙干邑酒1000ML,,瓶,B級,酒類製品,0,庫存售完後停售,常溫,
G0103012,DITA荔枝酒700ML,700ML/12罐/箱,罐,B級,酒類製品,0,常備,常溫,
G0103014,義大利莎羅娜杏仁酒700ML,700ML/12瓶/箱,瓶,B級,酒類製品,0,常備,常溫,
G0103015,BEEFEATER琴酒,750ml/罐,罐,B級,酒類製品,0,庫存售完後停售,常溫,
G0103018,MB覆盆子酒700ML,,罐,B級,酒類製品,0,庫存售完後停售,常溫,
G0103022,MARSALA甜酒-FINE級1.5L,1.5L/6罐/箱,罐,B級,酒類製品,0,常備,常溫,
