品號 | SKU,品名 | Product Name,標準售價 | Standard Price | Giá chuẩn,中盤價 | Whole sale price |  Giá sỉ,成箱價 | Price per box
A0107027,【停售】統一麥典法國粉,710,0,0
A0107028,【停售】統一勁綿麵包專用粉22KG,795,0,0
A0108001,洽發松鶴高筋22K,665,0,0
A0108002,洽發松鶴高筋1K(停用),30,0,0
A0108003,洽發松鶴全麥粉22K(停售),700,0,0
A0108004,洽發松鶴全麥粉1K(停售),30,0,30
A0108005,洽發松鶴披薩專用粉(中梅)22K,570,0,0
A0108006,洽發松鶴披薩專用粉(中梅)1斤,0,0,0
A0108007,洽發松鶴紅粉心22K,645,0,0
A0108008,【停售】洽發松鶴紅粉心1K,28,0,0
A0108009,洽發松鶴綠粉心22K,645,0,0
A0108011,洽發松鶴綠粉心1斤,0,0,0
A0108012,洽發松鶴綠粉心(特1)22K,510,0,510
A0108013,洽發松鶴綠粉心(特1)1斤,0,0,0
A0108014,【停售】洽發松鶴綠粉心-1 22K,645,0,0
A0108015,洽發松鶴綠粉心-1 1斤(停用),570,0,0
A0108016,洽發松鶴麵粉(中筋)-請打A0108007,0,0,0
A0108017,洽發松鶴麵粉(中筋)-請打A0108008,85,0,0
A0108018,洽發松鶴麵粉(低筋)22KG,570,0,0
A0108019,洽發松鶴麵粉(低筋)1KG(停用),25,0,0
A0108020,【停售】洽發松鶴麵粉(低筋-梅)22KG,550,0,0
A0108021,洽發松鶴麵粉(低筋-梅)1斤,0,0,0
A0108022,洽發紫高師父超Q(中筋)22K,390,0,0
A0108023,洽發紫高師父超Q(中筋)1斤,0,0,0
A0108024,洽發超Q特高師父(中筋)22K,550,0,0
A0108025,洽發超Q特高師父(中筋)1斤,0,0,0
A0108026,洽發超Q-2高師父(中筋)22K,0,0,0
A0108027,洽發超Q-2高師父(中筋)1斤,0,0,0
A0108028,洽發松鶴高師傅專用3號22K(停售),435,0,435
A0108029,洽發松鶴高師傅專用3號1斤,0,0,0
A0108030,洽發巴黎香法國麵包專用粉22KG(停售),700,0,0
A0108031,洽發巴黎香法國麵包專用粉1斤(停用),0,0,0
A0108032,洽發松鶴彩虹高筋麵粉22K,740,0,0
A0108033,洽發松鶴彩虹高筋麵粉1斤(停用),620,0,0
A0108034,洽發松鶴卡美里亞高筋22K,600,0,600
A0108035,洽發松鶴綠心特級粉心粉22KG,515,0,515
A0108036,洽發紅鷹強力高筋,680,0,0
A0109001,豐盟A1高筋麵粉 22KG-停售,470,0,0
A0109002,豐盟A1高筋麵粉 1斤-停售停用,0,0,0
A0109003,豐盟冠軍高筋22KG-停售,490,0,0
A0109004,豐盟冠軍高筋1斤-停售停用,0,0,0
A0110001,協發自由神高筋22K,580,0,0
A0110002,協發自由神高筋1斤,0,0,0
A0110003,協發紅農夫低筋22K,470,0,0
A0110004,協發紅農夫低筋1斤,0,0,0
A0110005,協發含榖麵粉(全麥粉)22K,480,0,0
A0110006,協發含榖麵粉(全麥粉)1斤,0,0,0
A0111001,布瑟T45法國小麥粉25KG,"1,500","1,350",1500
A0111002,布瑟T55法國小麥粉25KG,"1,100",900,1100
A0111003,布瑟T65傳統紅標25KG(改A0111022),"1,650","1,050",1650
A0111004,布瑟T65法國小麥粉25KG(改A0111023),"1,300","1,050",1300
A0111005,布瑟T80石磨小麥粉25KG,"2,000","1,650",2000
A0111006,布瑟T150法國小麥全麥粉25KG,"2,000","1,650",2000
A0111007,布瑟T130裸麥粉25KG,"2,000","1,580",2000
A0111008,布瑟T170裸麥粉25KG,"2,000","1,580",2000
A0111009,布瑟T85斯佩耳特20KG,"5,500","4,500",5500
A0111010,布瑟T45法國小麥粉1KG,80,0,0
A0111011,布瑟T55法國小麥粉1KG,80,0,0
A0111012,布瑟T65傳統紅標1KG,90,0,0
A0111013,布瑟T65法國小麥粉1KG,80,0,0
A0111014,布瑟T80石磨小麥粉1KG,100,0,0
A0111015,布瑟T150法國小麥全麥粉1KG,100,0,0
A0111016,布瑟T130裸麥粉1KG,100,0,0
A0111017,布瑟T170裸麥粉1KG,100,0,0
A0111018,布瑟T85斯佩耳特1KG,320,0,0
A0111019,布瑟T80JOSETTE小麥粉25KG-樣品,0,0,0
A0111020,布瑟T55GRUAU小麥粉5KG,0,0,0
A0111021,布瑟T55GRUAU小麥粉25KG,"1,500","1,250",0
A0111022,布瑟T65傳統紅標25KG,"1,650","1,050",1650
A0111023,布瑟T65法國小麥粉25KG,"1,300","1,050",1300
A0111024,布瑟T80小麥粉5KG,0,0,0
A0111025,布瑟T150全麥粉,"1,600","1,250",0
A0111026,布瑟特製披薩小麥粉5KG,0,0,0
A0111027,布瑟T150全麥粉,80,0,0
A0112001,橫山製粉北海道產穗之力,"1,950","1,659",0
A0112002,橫山製粉北海道產春戀,"2,650","2,250",0
A0112003,橫山製粉北海道產小麥粉MD,"2,200","1,870",0
A0112004,橫山製粉北海道產夢中麥,"1,950","1,659",0
A0199001,TAMOYA專用烏龍麵用粉25K,0,0,0
A0199002,蘭記泰和中筋22K,670,0,0
A0199003,蘭記泰和中筋1斤,0,0,0
A0199004,和發杜蘭細沙粉,95,0,0
A0199005,和發杜蘭細沙粉1KG,0,0,0
A0199006,和發綠蘿蔔烏龍麵專用粉22K,700,0,0
A0199007,和發綠蘿蔔2烏龍麵專用粉1斤-不零售停用,0,0,0
A0199008,宏興櫻花油麵專用粉(紫一)-廠商停產停用,430,0,0
A0199009,宏興櫻花油麵專用粉(紫一)1斤-廠商停產停用,0,0,0
A0199010,【停售】喜願台灣有機小麥高筋麵粉22K,"2,000",0,2000
A0199011,喜願台灣有機小麥高筋麵粉1斤-打KG停用,0,0,0
A0199012,喜願新高山有機轉型全麥粉600G/包,90,0,0
A0199013,喜願台灣有機小麥高筋麵粉1K,100,0,0
A0199014,(麵廠用)和發紫蘿蔔粉心麵粉22K,580,0,0
A0199015,宏興包子用專用粉(紫二)-廠商停產停用,0,0,0
A0199016,喜願台灣有機小麥中低筋麵粉,"1,600",0,1600
A0199017,和發藍水手超級蛋糕粉,670,0,0
A0199018,和發水手牌法國麵包粉,0,0,0
A0199019,和發黃駱駝高筋粉,0,0,0
A0199020,安東-小麥粉T45 25K,0,0,0
A0199021,T55冠軍比賽專用粉,0,0,0
A0199022,【停售】(麵廠用)和發紫駱駝粉心特級麵條專用麵粉22K,420,0,0
A0199023,大陽製粉海地石臼裸麥粉10K,"1,250","1,063",0
A0199024,法國佛麗雪T45紅標麵粉(替代品),"1,500",0,0
A0199025,NS-CB小麥粉-樣品,1,0,0
A0199026,【停售】(麵廠用)CAPUTO 杜蘭麵粉,465,0,0
A0199027,【停售】(麵廠用)CAPUTO 00麵粉(咖),"2,113",0,0
A0199028,【停售】(麵廠用)和發小麥蛋白粉 25KG,"4,125",0,0
A0199029,【停售】(麵廠用)和發小麥蛋白粉 1KG,500,0,0
A0199030,【停售】(麵廠用)和發蛋白粉 20KG,"10,500",0,0
A0199031,【停售】(麵廠用)和發蛋白粉 1KG,525,0,0
A0199032,【停售】(麵廠用)和發蛋黃粉 25KG,"11,250",0,0
A0199033,【停售】(麵廠用)和發蛋黃粉 1KG,450,0,0
A0199034,【停售】(麵廠用)和發全蛋粉 25KG,"3,375",0,0
A0199035,【停售】(麵廠用)和發全蛋粉 1KG,675,0,0
A0199036,橫山製粉北海道產舞雪,1,0,0
A0201001,日清好吃燒預拌粉1K,0,0,0
A0201002,日清鬆餅預拌粉600G-停止進貨停用,145,0,0
A0201003,(泰)日清甜甜圈預拌粉22.5K,0,0,0
A0201004,日清炸豬排沾粉1KG,320,280,300
A0201005,金子半之助專用天婦羅預拌粉,"3,000","3,000",0
A0201006,日清唐揚炸雞粉（乾）,350,310,330
A0201007,日清酥炸風味粉（濕）,305,265,285
A0201008,日清酥炸風味粉(濕)新配方,305,265,285
A0201009,金子半之助專用天婦羅預拌粉,"2,980","2,680",0
A0201010,日清186P甜甜圈預拌粉,"5,800",0,0
A0202001,昭和銀牌天婦羅粉20K,"2,870","2,730",0
A0202002,昭和銀牌天婦羅粉10K,"1,730","1,650",0
A0202003,昭和銀牌天婦羅粉1K,180,0,0
A0202004,昭和鬆餅預拌粉10K,"1,600",0,0
A0202005,昭和鬆餅預拌粉1K,170,145,165
A0202006,昭和大判燒預拌粉J-117N-換包裝停用,0,0,0
A0202007,昭和大判燒預拌粉J-117N 1K-換包裝停用,0,0,0
A0202008,昭和鬆餅預拌粉(箱)-品號轉換停用,"1,600","1,500",1600
A0202009,昭和H-216鬆餅預拌粉(Mokuola專用),"2,000",0,0
A0202010,昭和108大判燒預拌粉(108專用),"1,300",0,1300
A0202011,昭和天婦羅EX 700G,125,120,118
A0202012,昭和天婦羅職人1KG,175,150,170
A0203001,奧本製粉德式多拿滋預拌粉CD-400 10K-停止進口停用,"2,800",0,0
A0203002,奧本製粉德式多拿滋預拌粉CD-400 1K-停止進口停用,0,0,0
A0203003,奧本製粉吉拿棒預拌粉CD-500 10K-停止進口停用,0,0,0
A0203004,奧本製粉吉拿棒預拌粉CD-500 1K-停止進口停用,0,0,0
A0203005,奧本製粉蒸烤蛋糕預拌粉BC-650 10K-停止進口停用,0,0,0
A0203006,奧本製粉蒸烤蛋糕預拌粉BC-650 1K-停止進口停用,0,0,0
A0203007,奧本製粉吐司專用預拌粉101 10K-停止進口停用,"1,700",0,0
A0203008,奧本製粉吐司專用預拌粉101 1K-停止進口停用,0,0,0
A0203009,奧本製粉貝果專用預拌粉410 10K-停止進口停用,"1,700",0,0
A0203010,奧本製粉貝果專用預拌粉410 1K-停止進口停用,0,0,0
A0203011,奧本製粉湯種吐司專用預拌粉R(麵團) / 箱-品號轉換停用,"1,800","1,680",1800
A0203012,奧本製粉湯種吐司專用預拌粉R(麵團)1K,160,140,150
A0204001,富澤cuoca北海道鬆餅預拌粉(停售),180,0,152
A0204002,富澤cuoca餅乾預拌粉(停售),200,0,171
A0204003,富澤cuoca吐司麵包預拌粉(濃厚牛奶)(停售),200,0,171
A0204004,富澤cuoca吐司麵包預拌粉(法式布里歐)(停售),200,0,171
A0204005,富澤cuoca吐司麵包預拌粉(濃味可可)(停售),200,0,171
A0204006,富澤cuoca吐司麵包預拌粉(北海道小麥原味)(停售),200,0,171
A0204007,富澤cuoca吐司麵包預拌粉(醇厚黑糖)(停售),200,0,171
A0204008,富澤cuoca黃豆粉與米粉鬆餅預拌粉(貨號停用),0,0,0
A0204009,富澤水信玄餅,230,0,190
A0204010,富澤粉末寒天(停售),133,0,114
A0204011,富士商事水信玄餅粉,950,765,900
A0204012,北原產業粉末寒天4gx5,85,65,80
A0299001,愛而華冷調卡式達預拌粉5K,0,0,0
A0299002,日穀製粉 可麗餅預拌粉180G,0,0,0
A0299003,大陽製粉SB專用粉10K,"1,850","1,650",1850
A0299004,大陽製粉SB專用粉240G,150,150,0
A0299005,大陽製粉PCM鬆餅粉300G,165,165,0
A0299006,無麩質米鬆餅粉,250,190,220
A0299007,SOFT1000吐司預拌粉,135,115,0
A0299008,波堤預拌粉,525,450,0
A0299009,【停售】湯種預拌粉,55,40,0
A0299010,【停售】荷蘭小鬆餅預拌粉,85,0,0
A0299011,【停售】荷蘭小鬆餅預拌粉,140,0,0
A0299012,【停售】瑪芬預拌粉,75,0,0
A0299013,【停售】免燙泡芙預拌粉,0,0,0
A0299014,千層預拌粉,"1,050",950,0
A0299015,【停售】千層預拌粉1KG,210,0,0
A0299016,銀座仁志川專用預拌粉15KG,"1,235",0,0
A0301001,食用級玫瑰牌樹薯澱粉 20KG(字體綠色),570,0,0
A0301002,食用級玫瑰牌樹薯澱粉 1K-不零售停用,30,0,0
A0301003,食用級玫瑰牌樹薯澱粉 1斤-不零售停用,18,0,0
A0301004,昶暹(羅)太白粉25KG-停售,630,0,630
A0301005,昶暹(羅)太白粉1斤-不零售停用,0,0,0
A0301006,ES太白粉25K(白底藍字),"1,300",0,0
A0301007,ES太白粉1斤(白底藍字)-不零售停用,30,0,0
A0301008,風車太白粉25K(白底黃字),"1,200",0,0
A0301009,風車太白粉1斤(白底黃字)-不零售停用,50,0,0
A0301010,昶暹(羅)地瓜粉20K(停售),470,0,0
A0301011,富帆吉野葛-日製太白粉5K,0,0,0
A0301012,片栗粉1K,150,128,147
A0301013,片栗粉200G,50,40,0
A0302001,宏昇粗嘉地瓜粉20K(正清紅)-停止進貨停用,680,0,0
A0302002,宏昇粗嘉地瓜粉1K-停止進貨停用,50,0,0
A0302003,宏昇細嘉地瓜粉20K(正清藍)-停止進貨停用,680,0,0
A0302004,宏昇細嘉地瓜粉1K-停止進貨停用,50,0,0
A0302005,玫瑰牌地瓜粉20K(CF/字體藍色)(停售),660,0,0
A0302006,玫瑰牌地瓜粉1斤(CF/字體藍色)-不零售停用,16,0,0
A0302007,台灣蕃薯粉400G,0,0,0
A0303001,日進糯米粉600G,35,0,0
A0303002,妙媽媽糯米粉600G/包,36,0,36
A0303003,屏東農產雪花糯米粉20KG,"1,600",0,0
A0303004,屏東農產雪花糯米粉1斤-無零售停用,0,0,0
A0303005,世界花糯米粉600G,40,0,0
A0303006,妙媽媽糯米粉600G(箱)-品號轉換停用,670,0,0
A0303007,特級調和糯米粉,"1,450",0,0
A0303008,富帆道明寺粉1K,0,0,0
A0303009,富帆道明寺粉1K-品號重複停用,0,0,0
A0304001,屏東農產再來米粉20K(水磨)-品號重複停用,790,0,0
A0304002,屏東農產再來米粉1斤(水磨)-無零售停用,0,0,0
A0304003,屏東農產純再來米粉20KG(水磨),910,0,910
A0304004,屏東農產純再來米粉1斤(水磨)-無零售停用,0,0,0
A0304005,日進在來米粉600G,35,0,0
A0304006,妙媽媽再來米粉600G/包,35,0,32.5
A0304007,禾豐老虎頭再來米粉20K(停售),"1,000",0,0
A0304008,禾豐老虎頭再來米粉1斤-無零售停用,0,0,0
A0304009,妙媽媽再來米粉600G(箱)-品號轉換停用,650,0,0
A0305001,苗城蓬萊米粉20K,750,0,0
A0305002,苗城蓬萊米粉600G-品號重複停用,35,0,0
A0305003,禾豐蓬萊米粉,870,0,870
A0305004,禾豐蓬萊米粉600G,35,0,0
A0305005,【停售】蓬萊米粉(米穀粉)20KG,"2,570","2,185",0
A0306001,黃金蕎麥生蕎麥粉(苦蕎)30K,"5,250",0,0
A0306002,黃金蕎麥生蕎麥粉(苦蕎)1K,175,0,0
A0306003,日穀製粉蕎麥粉(花粉)10K,"4,200","3,600",0
A0306004,日穀製粉蕎麥粉(花粉)1K,0,0,0
A0306005,日穀製粉蕎麥粉(金壽-雪)20K,"5,600","4,300",5600
A0306006,安東-法國蕎麥粉1K,230,0,0
A0306007,日穀製粉蕎麥粉(金壽-月)20K,"6,300","5,100",6300
A0306008,土開蕎麥粉-蝦夷22K,"8,000",0,0
A0306009,布瑟蕎麥粉25KG,"3,200","2,600",3200
A0306010,布瑟蕎麥粉1KG,150,0,0
A0306011,日穀製粉蕎麥粉(龜壽-月),"4,200","3,600",0
A0306012,十八麥石磨式蕎麥粉(甜蕎),130,110,120
A0306013,日穀製粉蕎麥粉(金壽-雪)1K,310,0,0
A0306014,日穀製粉蕎麥粉(蕎麥之華),"5,200","4,500",5200
A0307001,TAMOYA專用玄米全粒粉1K-停止進口停用,0,0,0
A0308001,億曄發粿粉(大包)2.1K,125,0,0
A0308002,億曄發粿粉(小包)1K,80,0,0
A0308003,億曄發粿粉(散裝)21K,"1,000",0,0
A0309001,廣八堂本蕨粉末(箱),0,0,0
A0309002,廣八堂本蕨粉末1K,0,0,0
A0310001,日清燒菓子專用粉10K,"1,460","1,230",0
A0310002,日清燒菓子專用粉1K,0,0,0
A0311001,前原製粉白玉粉(櫻)1K,400,340,392
A0312001,前原製粉上新粉1K,275,234,270
A0313001,粘師父寶譽脆酥粉1K,70,0,0
A0313002,冷凍生鮮麵包粉4J 1K,0,0,0
A0313003,一陸A級麵包粉5斤(停售),170,0,0
A0313004,一陸A級麵包粉1斤-停止進貨停用,35,0,0
A0313005,勝政專用炸豬排生麵包粉,0,0,0
A0313006,FOODHOOD新鮮油炸用麵包粉,185,165,180
A0314001,東星玉米粉450G,23,0,0
A0314002,年農法國玉米粉(細)25K-品號轉換停用,"1,125",0,0
A0314003,年農法國玉米粉(細)1K--品號轉換停用,50,0,0
A0314004,年農玉米細粒粉25k-品號轉換停用,"1,125",0,0
A0314005,年農玉米細粒粉1K-品號轉換停用,45,0,0
A0314006,(麵廠用)台榮玉米澱粉25K,700,667,700
A0314007,台榮玉米澱粉1斤,20,0,0
A0314008,碎玉米25KG,"1,125",0,1125
A0314009,碎玉米1KG,45,0,0
A0314010,玉米粉(細)25KG,"1,125",0,0
A0314011,玉米粉(細)1KG,50,0,0
A0315001,育志牌特級清粉20K,0,0,0
A0316001,樂斯福酸麵種風味粉F200(小麥) 10KG,"3,200","3,100",3100
A0316002,樂斯福酸麵種風味粉BD100(杜蘭小麥)10KG,"3,200","3,100",3100
A0399001,8026天然黑麥芽粉5K-廠商停止進貨停用,"1,350",0,0
A0399002,信成小麥澱粉(澄粉)25K,700,0,0
A0399003,信成小麥澱粉(澄粉)1斤,25,0,0
A0399004,年農馬鈴薯片粉(粗)20KG(停用),"3,060",0,3060
A0399005,三寶脫水馬鈴薯粉(美國原裝)2.46KG-停止進口停用,350,0,0
A0399006,侑嘉全麵用樹薯粉 25KG,"1,320",0,1320
A0399007,如觀小麥蛋白粉(製麵用)5K增筋粉-無此規格停用,"1,000",0,0
A0399008,誠芳蛋白粉1K(產地轉換停用),600,0,0
A0399009,洽發粉頭50K,680,0,0
A0399010,年農馬鈴薯片粉(粗)1K(停用),165,0,0
A0399011,富山米麩400G,40,0,0
A0399012,如觀小麥蛋白粉(製麵用)KG,200,0,0
A0399013,炸麵衣屑,190,0,0
A0399014,富帆馬鈴薯粉500G,0,0,0
A0399015,廣八堂本葛粉500G,"1,050",900,1000
A0399016,廣八堂本葛粉150G,360,300,340
A0399017,廣八堂本葛粉末100G,280,200,250
A0399018,BASIC馬鈴薯粉(美國原裝)2.39KG(停售),405,0,0
A0399019,MITAKE本葛粉100G,225,190,220
A0399020,MITAKE本葛粉1KG,"1,745","1,485",1710
A0399021,VEGEMARI菠菜粉,0,330,330
A0399022,VEGEMARI胡蘿蔔粉,0,300,300
A0399023,VEGEMARI南瓜粉,0,300,300
A0399024,VEGEMARI米粉,0,150,150
A0399025,VEGEMARI米麵包粉,0,160,160
A0399026,【停售】馬鈴薯雪片20KG,"4,950",0,0
A0399027,【停售】馬鈴薯雪片1KG,255,0,0
A0399028,【停售】日清麵包粉,68,58,65
A0399029,創味經典上湯調味粉,400,0,392
A0399030,創味經典上湯調味粉,75,55,60
A0399031,MCLS蛋白質粉,"5,500","5,000",5500
A0399032,MCLS蛋白質粉1KG,240,200,220
A0399033,AGC-1 蛋白質粉,"7,500","7,000",0
A0399034,AGC-1 蛋白質粉 1KG,375,350,0
A0399035,NOOMAT 5-貨號轉換停用,"4,000","3,500",0
A0399036,UPEC-AG-貨號轉換停用,0,0,0
A0399037,MAT2-貨號轉換停用,0,0,0
A0399038,松谷食品澱粉B-貨號轉換停用,"6,300","6,000",0
A0399039,松谷食品澱粉AM-1-貨號轉換停用,"3,000",0,0
A0399040,松谷食品澱粉CC-貨號轉換停用,"2,200","1,500",0
A0399041,松谷日本摩奇粉-貨號轉換停用,"2,857","2,200",0
A0399042,松谷泰國摩奇麵包粉-貨號轉換停用,"2,500","2,000",0
A0399043,松谷S-7(Max-1000)-貨號轉換停用,"1,600",0,0
A0399044,雙潔淨蛋白(類別轉換-停用),200,0,171.43
A0399045,蛋白粉EAP-HG(PM),825,740,0
A0399046,Manildra蛋白質粉 75%,0,0,0
A0399047,Manildra蛋白質粉25kg,"5,500",0,0
A0399048,Aviko馬鈴薯雪片粉12.5KG,"2,600","2,400",0
A0399049,Aviko馬鈴薯雪片粉1KG,240,200,0
A9904010,NORDIA小瓷偶/麵包師,0,0,0
B0101001,北海道四葉奶油100G,160,0,0
B0102001,MG無鹽奶油500G,220,0,0
B0102002,MG無鹽奶油1KG,370,0,0
B0102003,MG有鹽奶油500G,220,0,0
B0102004,MG有鹽奶油1KG,370,0,0
B0103001,Isigny依思尼AOC片狀奶油1KG,560,0,0
B0103002,Isigny依思尼AOC條狀奶油500G/條(轉換停售),300,0,290
B0103003,Isigny有鹽發酵奶油250G,0,0,0
B0103004,依思尼AOC條狀奶油500G(箱)-品號轉換停用,"1,750",0,0
B0103005,依思尼白乳酪500G,0,0,0
B0104001,Campina無水奶油25KG-規格轉換停用,"6,200",0,0
B0104002,【停售】Campina發酵奶油25KG,"8,800",0,0
B0104003,Campina發酵奶油5KG(廠商停售),"2,400",0,0
B0104004,【停售】Campina無鹽奶油25KG,"8,700",0,0
B0104005,【停售】Campina片狀奶油2KG,880,0,880
B0104006,Campina無水奶油10KG,"4,700",0,0
B0104007,Campina無鹽奶油10KG(停售),"3,300",0,0
B0104008,【停售】Campina發酵奶油10KG,"4,050",0,0
B0104009,菲仕蘭乳酪絲(單色),315,268,309
B0104010,菲仕蘭莫扎里拉乾酪10KG,"2,555",0,0
B0104011,菲仕蘭莫扎里拉乾酪20KG/箱(單位轉換停用),"2,100","2,100",2100
B0104012,菲仕蘭莫扎里拉乾酪20KG/箱,"4,649",0,4649
B0104013,荷蘭皇家菲仕蘭發酵奶油25KG,"8,800",0,0
B0104014,荷蘭皇家菲仕蘭發酵奶油10KG,"4,050",0,0
B0104015,荷蘭皇家菲仕蘭片狀奶油,"4,400",0,0
B0104016,荷蘭皇家菲仕蘭無水奶油,"4,700",0,0
B0105001,LESCURE藍絲可AOP片狀奶油1KG(廠商停售),430,0,430
B0105002,LESCURE藍絲可AOP條狀奶油500G(廠商停售),225,0,220
B0105003,LESCURE藍絲可AOP條狀奶油250g(廠商停售),113,110,0
B0106001,安佳無鹽奶油1lb-無販售停用,147,0,0
B0106002,安佳特級奶油粉,0,0,0
B0106003,安佳特級奶油粉1K,320,0,0
B0107001,艾許無鹽奶油5K,"3,500",0,0
B0107002,艾許有鹽奶油250G,0,0,0
B0108001,UDA美國無鹽奶油,"5,500","4,900",0
B0199001,卡式達預拌粉(熱用)1K-停止進貨停用,0,0,0
B0199002,法國雙獅可頌奶油-停用,0,0,0
B0199003,東遠得文郡濃縮奶油454G,0,0,0
B0199004,法國MERCI CHEF84%無鹽奶油片1KG,0,0,0
B0199005,ADEKA白油PV,0,0,0
B0199006,ADEKA瑪琪琳乳脂片狀奶油CP230EX 30%,0,0,0
B0199007,ADEKA瑪琪琳PV純植物性片狀油,0,0,0
B0199008,ADEKA LBS 50 50%乳脂片狀奶油,0,0,0
B0199009,法國蒙太古Montaigu發酵奶油片2KG,"1,250","1,180",0
B0199010,法國麥翠絲AOP發酵條狀奶油250G(無鹽)-停售,100,0,0
B0199011,法國麥翠絲AOP發酵條狀奶油250G(有鹽)-停售,100,0,0
B0199012,法國麥翠絲AOP發酵迷你盒裝奶油25G(無鹽)-停售,19,0,0
B0199013,法國麥翠絲AOP發酵迷你盒裝奶油25G(有鹽)-停售,19,0,0
B0199014,法國蒙太古Montaigu發酵塊狀奶油500G,320,295,315
B019906,ADEKA瑪琪琳乳脂片狀奶油CP230EX 30%-品號有誤停用,0,0,0
B0201001,日本北海道十勝四葉奶油乾酪1K,645,0,0
B0202001,MG奶油乳酪2K,513,495,495
B0202002,MG奶油乳酪10K,"2,380","2,025",0
B0203001,燈塔牌奶油乳酪1K,365,0,360
B0203002,燈塔牌奶油乳酪16KG,"3,200",0,0
B0204001,BUKO丹麥奶油乳酪1.8KG,640,610,620
B0204002,Arla丹麥奶油乳酪1.8KG(商品轉換停用),540,0,520
B0205001,LUXE北海道鮮奶油乾酪,570,505,505
B0299001,瑪芝瑞拉乳酪1K,0,0,0
B0299002,鞏根佐拉藍紋乳酪(金色),0,0,0
B0299003,義大利Ambrosi麥斯卡波內乳酪(原味)500G,230,0,0
B0299004,藏王Cream Cheese乾酪2K,"1,250","1,060",1225
B0299005,藏王Cream Cheese乾酪500G,410,350,400
B0299006,雪印北海道Cream Cheese乾酪1K (停止進口),540,480,520
B0299007,GALBANI瑪斯卡邦乳酪500G,230,0,0
B0299008,高梨北海道奶油乳酪1K,0,0,0
B0299009,藏王Cream Cheese乾酪(番茄羅勒)120G,210,200,0
B0299010,藏王鮮奶油抹醬(藍莓風味)120G,210,200,0
B0299011,藏王鮮奶油抹醬(仙台草莓風味)120G,210,200,0
B0299012,藏王鮮奶油抹醬(香草風味)120G,210,200,0
B0299013,雪印北海道100高達乾酪1K,650,580,0
B0299014,奶油乳酪#10/3 3磅,0,0,0
B0299015,樂家奶油乳酪(乾酪)2KG,420,0,0
B0301001,荷蘭梵谷切丁乾酪1K,720,0,0
B0301002,荷蘭艾登嬌切丁乳酪(1*1)1K,340,0,0
B0301003,荷蘭艾登嬌刨絲乳酪1K,350,0,0
B0301004,荷蘭高達高熔點切條乾酪1KG,370,0,0
B0301005,【停售】荷蘭高達高溶點切丁乳酪(1*1)1KG(廠商停售),385,370,380
B0301006,富華高達粒狀乾酪-IQF 1KG,400,0,0
B0301007,荷蘭高達切片乳酪250G-廠商無此規格停售,0,0,0
B0301008,荷蘭高達切片乳酪500G,260,0,0
B0301009,荷蘭原味煙燻乳酪切片2.72KG,495,0,0
B0301010,【停售】富華刨絲乾酪-IQF_1K (單色),320,285,300
B0301011,【停售】富華焗烤刨絲乾酪-IQF_1K (雙色),320,285,310
B0301012,富華帕瑪森乳酪粉1K,550,0,0
B0301013,富華馬自瑞拉起士丁1K,240,0,0
B0301014,丹麥馬自拉塊狀乳酪2.3K,925,0,0
B0301015,丹麥馬自拉切片乳酪(2mm)2.3K,975,0,0
B0301016,義大利帕達諾乾酪,665,0,0
B0301017,義大利帕達諾乾酪粉1K,700,0,0
B0301018,安佳高熔點硬起司2K,690,0,0
B0301019,安佳帕馬森乳酪粉-停止進貨停用,660,0,0
B0301020,派翠克切達乳酪片80片,260,0,0
B0301021,派翠克切達片乳酪100片,310,0,0
B0301022,澳洲切達刨絲乳酪1K,265,0,0
B0301023,高達高熔點乳酪1KG,400,0,0
B0301024,紅切達切片乳酪1KG,275,0,0
B0301025,葛瑞爾乾酪250G,190,0,0
